==636== NVPROF is profiling process 636, command: python3 test.py
==636== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==636== Profiling application: python3 test.py
==636== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
7.24685s  2.0480us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [21427]
7.24685s  174.72us            (113 2 1)       (128 1 1)       128  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_interior_nn_v1 [21428]
7.24703s  2.0800us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21432]
7.24703s  50.560us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21464]
7.24708s  26.592us           (3604 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21469]
7.24711s  66.016us            (4 128 1)       (256 1 1)       107  22.125KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [21489]
7.24718s  16.352us             (4 32 1)        (32 8 1)        32  9.0000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [21490]
7.24720s  376.48us             (8 4 36)       (128 1 1)       120  12.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_sgemm_128x64_nn [21493]
7.24757s  117.89us            (4 256 1)       (256 1 1)        80  16.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [21495]
7.24769s  2.2400us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21500]
7.24770s  87.776us            (256 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21532]
7.24778s  54.400us           (7208 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21537]
7.24784s  2.0480us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [21553]
7.24784s  175.46us            (113 2 1)       (128 1 1)       128  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_interior_nn_v1 [21554]
7.24802s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21558]
7.24802s  50.272us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21590]
7.24807s  25.792us           (3604 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21595]
7.24810s  56.672us            (4 128 1)       (256 1 1)       107  22.125KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [21615]
7.24816s  12.864us             (4 32 1)        (32 8 1)        32  9.0000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [21616]
7.24817s  356.42us             (8 4 36)       (128 1 1)       120  12.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_sgemm_128x64_nn [21619]
7.24853s  111.84us            (4 256 1)       (256 1 1)        80  16.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [21621]
7.24864s  2.0480us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21626]
7.24864s  88.704us            (256 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21658]
7.24873s  54.432us           (7208 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21663]
7.24879s  2.0480us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [21679]
7.24879s  177.79us            (113 2 1)       (128 1 1)       128  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_interior_nn_v1 [21680]
7.24897s  2.0800us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21684]
7.24897s  51.584us            (128 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21716]
7.24902s  26.816us           (3604 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21721]
7.24905s  56.672us            (4 128 1)       (256 1 1)       107  22.125KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [21741]
7.24911s  12.960us             (4 32 1)        (32 8 1)        32  9.0000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [21742]
7.24912s  356.13us             (8 4 36)       (128 1 1)       120  12.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_sgemm_128x64_nn [21745]
7.24948s  111.97us            (4 256 1)       (256 1 1)        80  16.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [21747]
7.24959s  2.1120us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21752]
7.24960s  89.536us            (256 1 1)       (512 1 1)        64      144B  18.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=20>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21784]
7.24969s  54.560us           (7208 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21789]
7.24974s  2.0480us              (4 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [21805]
7.24975s  350.85us            (113 2 1)       (256 1 1)       124  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_interior_nn_v1 [21806]
7.25010s  81.855us          (14359 1 1)       (128 1 1)        15        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native18elementwise_kernelILi128ELi2EZNS0_15gpu_kernel_implINS0_13BinaryFunctorIfffNS0_10AddFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_ [21810]
7.25018s  2.1760us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [21826]
7.25018s  465.54us             (30 4 1)       (128 1 1)       124  16.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x64_relu_medium_nn_v1 [21827]
7.25065s  2.3040us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21831]
7.25065s  28.704us            (256 1 1)       (512 1 1)        38      144B  16.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21863]
7.25068s  9.9200us           (1920 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21868]
7.25069s  49.152us            (112 2 1)       (512 1 1)        28        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=4, int=128, int=1>(float*, at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrInputTensorMetadata<at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrayBatchedCopy<float, unsigned int, int=4, int=128, int=1>, unsigned int, int=128, int=1>, at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::TensorSizeStride<at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrInputTensorMetadata, unsigned int=4>, int, at::native::_GLOBAL__N__52_tmpxft_00000980_00000000_19_Shape_compute_86_cpp1_ii_cedd8df2::CatArrInputTensorMetadata) [21883]
7.25074s  2.9120us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [21899]
7.25075s  212.74us             (30 8 1)        (64 1 1)       128  10.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x32_relu_small_nn_v1 [21900]
7.25096s  2.5600us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21904]
7.25097s  28.384us            (256 1 1)       (512 1 1)        38      144B  16.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21936]
7.25100s  9.5360us           (1920 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21941]
7.25101s  1.8560us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [21957]
7.25101s  1.6551ms             (30 4 1)       (256 1 1)       128  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_small_nn_v1 [21958]
7.25266s  3.0400us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [21962]
7.25267s  53.248us            (512 1 1)       (512 1 1)        38      144B  16.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [21994]
7.25272s  28.000us           (3840 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [21999]
7.25275s  2.1120us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22015]
7.25275s  200.06us             (30 8 1)        (64 1 1)       128  10.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x32_relu_small_nn_v1 [22016]
7.25296s  2.3040us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22020]
7.25296s  28.064us            (256 1 1)       (512 1 1)        38      144B  16.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22052]
7.25299s  9.4720us           (1920 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22057]
7.25300s  1.8560us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22073]
7.25300s  1.6624ms             (30 4 1)       (256 1 1)       128  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_small_nn_v1 [22074]
7.25466s  3.1040us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22078]
7.25467s  52.384us            (512 1 1)       (512 1 1)        38      144B  16.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22110]
7.25472s  27.488us           (3840 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22115]
7.25475s  2.1120us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22131]
7.25475s  198.56us             (30 8 1)        (64 1 1)       128  10.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x32_relu_small_nn_v1 [22132]
7.25495s  2.0800us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22136]
7.25495s  27.936us            (256 1 1)       (512 1 1)        38      144B  16.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22168]
7.25498s  9.8880us           (1920 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22173]
7.25499s  1.8560us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22193]
7.25500s  1.6487ms             (30 4 1)       (256 1 1)       128  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_small_nn_v1 [22194]
7.25665s  2.2720us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [22198]
7.25665s  53.600us            (512 1 1)       (512 1 1)        38      144B  16.000KB         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=0>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [22230]
7.25670s  28.320us           (3840 1 1)       (128 1 1)        12        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_81_GLOBAL__N__57_tmpxft_000002ce_00000000_19_Activation_compute_86_cpp1_ii_ec99c53b17leaky_relu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [22235]
7.25673s  2.2080us              (2 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22251]
7.25674s  199.26us             (30 8 1)        (64 1 1)       128  10.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x32_relu_small_nn_v1 [22252]
7.25694s  23.904us           (3825 1 1)       (128 1 1)        15        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native18elementwise_kernelILi128ELi2EZNS0_15gpu_kernel_implINS0_13BinaryFunctorIfffNS0_10AddFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_ [22256]
7.25696s  1.7600us              (1 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [22272]
7.25696s  579.33us              (8 4 1)       (256 1 1)       128  32.000KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x128_relu_small_nn_v1 [22273]
